,bResult,rResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp
6892,1,0,Poppy,RekSai,Cassiopeia,Kalista,Thresh,Kennen,Olaf,Orianna,Ashe,Alistar
6893,1,0,Maokai,Olaf,Viktor,Ashe,Karma,Poppy,RekSai,Orianna,Varus,Thresh
6894,0,1,Maokai,Graves,Viktor,Ashe,Zyra,Poppy,RekSai,Orianna,Jhin,Bard
6895,0,1,Poppy,Ivern,Syndra,Jhin,TahmKench,Maokai,RekSai,Ekko,Twitch,Thresh
6896,1,0,Maokai,LeeSin,Syndra,Ashe,Zyra,Nautilus,RekSai,Vladimir,MissFortune,Karma
6897,0,1,Poppy,RekSai,Orianna,Jhin,Thresh,Maokai,LeeSin,Taliyah,Ezreal,Karma
6898,1,0,Maokai,LeeSin,Taliyah,Jhin,MissFortune,Poppy,RekSai,Orianna,Varus,Zyra
6899,1,0,Poppy,RekSai,Syndra,Ashe,Braum,Kennen,LeeSin,Ekko,Ezreal,Karma
6900,1,0,Poppy,RekSai,Cassiopeia,Jhin,TahmKench,Nautilus,LeeSin,Viktor,Ashe,Zyra
6901,1,0,Kennen,LeeSin,Orianna,Ashe,Alistar,Poppy,RekSai,Cassiopeia,Jhin,Thresh
6902,1,0,Nautilus,RekSai,Syndra,Ezreal,Bard,Poppy,Vi,Ryze,Jhin,TahmKench
6903,0,1,Nautilus,Olaf,Ryze,Vayne,Karma,Poppy,RekSai,Cassiopeia,Ashe,Zyra
6904,1,0,Nautilus,Olaf,Orianna,Ezreal,Thresh,Maokai,LeeSin,Viktor,Caitlyn,Karma
6905,0,1,Jayce,LeeSin,Cassiopeia,Caitlyn,Braum,Nautilus,RekSai,Orianna,Twitch,Thresh
6906,1,0,Jayce,LeeSin,Cassiopeia,Jhin,Karma,Maokai,RekSai,Ryze,Ezreal,Nautilus
6907,0,1,Poppy,Ivern,Orianna,Ashe,MissFortune,Nautilus,RekSai,Cassiopeia,Ezreal,Zyra
6908,0,1,Poppy,RekSai,Viktor,Jhin,Zyra,Nautilus,Hecarim,Cassiopeia,Vayne,Karma
6909,1,0,Poppy,RekSai,Orianna,Jhin,Thresh,Nautilus,LeeSin,Cassiopeia,Jinx,TahmKench
6910,1,0,Maokai,LeeSin,Ryze,Ezreal,Karma,Nautilus,RekSai,Cassiopeia,Jhin,Zyra
6911,0,1,Poppy,RekSai,Cassiopeia,Ezreal,Thresh,Maokai,LeeSin,Orianna,Sivir,Karma
6912,1,0,Poppy,RekSai,Cassiopeia,Ezreal,Karma,Maokai,Gragas,Orianna,Ashe,Bard
6913,1,0,Maokai,Hecarim,Ryze,Ezreal,Thresh,Poppy,RekSai,Orianna,Twitch,Karma
6914,0,1,Maokai,RekSai,Syndra,Jhin,Bard,Poppy,Elise,Ryze,Ezreal,Karma
6915,0,1,Poppy,Elise,Cassiopeia,Ezreal,Braum,Maokai,RekSai,Orianna,Sivir,Karma
6916,1,0,Poppy,Khazix,Ryze,Ashe,Thresh,Nautilus,RekSai,Orianna,Ezreal,Karma
6917,1,0,Poppy,Khazix,Cassiopeia,Ezreal,Zyra,Kennen,RekSai,Orianna,Jhin,MissFortune
6918,1,0,Maokai,LeeSin,Viktor,Ezreal,Braum,Poppy,Khazix,Cassiopeia,Jhin,Karma
6919,0,1,Camille,Ivern,Corki,MissFortune,TahmKench,Fiora,Elise,Ekko,Jhin,Malzahar
6920,0,1,Gragas,LeeSin,Orianna,Varus,Malzahar,Shen,Elise,Syndra,Ashe,TahmKench
6921,0,1,Maokai,LeeSin,Jayce,MissFortune,Bard,Gragas,Graves,Syndra,Ashe,TahmKench
6922,1,0,Gragas,Khazix,Syndra,Jhin,TahmKench,Poppy,LeeSin,Viktor,MissFortune,Bard
6923,0,1,Shen,Rengar,Syndra,Jhin,Karma,Camille,Khazix,Corki,Varus,Thresh
6924,0,1,Nautilus,Graves,Syndra,Varus,Malzahar,Maokai,Elise,Zed,Jhin,Karma
6925,0,1,Poppy,Rengar,Corki,Sivir,Karma,Maokai,Khazix,Cassiopeia,Jhin,Malzahar
6926,1,0,Nautilus,Elise,Corki,Jhin,Karma,Maokai,LeeSin,Orianna,Sivir,Zyra
6927,1,0,Maokai,Ivern,Jayce,Jhin,MissFortune,Shen,Rengar,Orianna,Caitlyn,Malzahar
6928,1,0,Shen,Khazix,Jayce,Jhin,Braum,Maokai,RekSai,Corki,Varus,TahmKench
6929,1,0,Shen,Rengar,Ryze,Varus,Zyra,Renekton,Graves,Orianna,Sivir,TahmKench
6930,0,1,Gangplank,Rengar,Ryze,Jhin,Karma,Maokai,Khazix,Cassiopeia,Varus,Malzahar
6931,1,0,Rumble,Graves,Jayce,Varus,TahmKench,Poppy,Khazix,Syndra,Jhin,Karma
6932,1,0,Nautilus,Graves,Leblanc,Jhin,Karma,Maokai,LeeSin,Ryze,Sivir,Soraka
6933,0,1,Poppy,Rengar,Syndra,Varus,Karma,Maokai,Graves,Corki,Jhin,Leona
6934,0,1,Renekton,Khazix,Viktor,Varus,TahmKench,Poppy,Rengar,Corki,Ashe,Karma
6935,1,0,Nautilus,Graves,Syndra,Varus,Malzahar,Gangplank,Ivern,Katarina,Jhin,Zyra
6936,1,0,Nautilus,Graves,Ryze,Varus,Braum,Maokai,Rengar,Orianna,Jhin,Taric
6937,0,1,Gangplank,Rengar,Corki,Jhin,Lulu,Shen,Khazix,Zed,Varus,Zyra
6938,0,1,Shen,Graves,Corki,Sivir,TahmKench,Gangplank,Rengar,Cassiopeia,Jhin,Thresh
6939,0,1,Renekton,Elise,Jayce,Ziggs,Lulu,Maokai,Rengar,Ahri,Jhin,Zyra
6940,0,1,Shen,Khazix,Azir,Jhin,Zyra,Maokai,Ivern,Cassiopeia,Sivir,Malzahar
6941,1,0,Maokai,Khazix,Azir,Varus,Malzahar,Nautilus,Graves,Orianna,Ashe,TahmKench
6942,1,0,Poppy,LeeSin,Syndra,Ashe,Karma,Rumble,Graves,Jayce,Caitlyn,Nami
6943,1,0,Poppy,Khazix,Syndra,Ashe,Karma,Rumble,Rengar,Jayce,Sivir,Nautilus
6944,0,1,Renekton,Elise,Leblanc,Sivir,TahmKench,Nautilus,Khazix,Ryze,Jhin,Malzahar
6945,0,1,Renekton,Elise,Corki,Kalista,Braum,Rumble,RekSai,Orianna,Varus,TahmKench
6946,1,0,JarvanIV,Elise,Corki,Xayah,Rakan,Renekton,RekSai,Orianna,Varus,Zyra
6947,1,0,Gnar,Gragas,Syndra,Varus,Braum,Renekton,Evelynn,Taliyah,Ashe,TahmKench
6948,0,1,Renekton,Elise,Leblanc,Varus,Rakan,Rumble,RekSai,Corki,Kalista,Thresh
6949,1,0,JarvanIV,Gragas,Corki,Xayah,Thresh,Jax,LeeSin,Taliyah,Ashe,Braum
6950,1,0,Jax,Elise,Taliyah,Kalista,Rakan,Rumble,RekSai,Leblanc,Ashe,TahmKench
6951,0,1,JarvanIV,Ivern,Cassiopeia,Tristana,Karma,Jax,RekSai,Orianna,Kalista,Rakan
6952,0,1,Camille,RekSai,Corki,Jhin,Rakan,Jayce,Gragas,Viktor,Kalista,Alistar
6953,1,0,JarvanIV,LeeSin,Orianna,Caitlyn,Thresh,Fiora,RekSai,Karma,KogMaw,Braum
6954,1,0,Fiora,Elise,Taliyah,Kalista,Thresh,JarvanIV,Gragas,Corki,Xayah,Rakan
6955,0,1,Camille,RekSai,Corki,Jhin,TahmKench,Kled,Elise,Cassiopeia,Jinx,Thresh
6956,0,1,Rumble,Rengar,Galio,Lucian,Braum,Camille,LeeSin,Cassiopeia,Kalista,Rakan
6957,0,1,JarvanIV,Gragas,Taliyah,Ashe,TahmKench,Renekton,LeeSin,Corki,Kalista,Braum
6958,0,1,Kled,LeeSin,Corki,KogMaw,Lulu,Renekton,Elise,Taliyah,Jhin,Blitzcrank
6959,1,0,Kled,LeeSin,Taliyah,Xayah,Thresh,JarvanIV,Gragas,Corki,Varus,TahmKench
6960,1,0,JarvanIV,LeeSin,Orianna,Ashe,Thresh,Fiora,Elise,Corki,Jhin,Nautilus
6961,0,1,Renekton,Zac,Syndra,Jhin,Rakan,Kled,JarvanIV,Galio,KogMaw,Lulu
6962,0,1,Renekton,Gragas,Orianna,Ashe,Braum,Kled,RekSai,Taliyah,Kalista,Rakan
6963,1,0,JarvanIV,RekSai,Galio,KogMaw,Braum,Jax,LeeSin,Cassiopeia,Ashe,Karma
6964,1,0,JarvanIV,Zac,Corki,Ashe,Zyra,Shen,RekSai,Taliyah,Xayah,Rakan
6965,1,0,Camille,Gragas,Corki,Caitlyn,Karma,Poppy,Elise,Syndra,Ashe,Rakan
6966,1,0,Kennen,Gragas,Orianna,Jhin,Thresh,Rumble,LeeSin,Leblanc,Tristana,Blitzcrank
6967,0,1,Swain,RekSai,Lucian,Varus,Blitzcrank,Camille,Olaf,Orianna,Jhin,Thresh
6968,0,1,Shen,Gragas,Karma,Caitlyn,Bard,Kennen,Elise,Syndra,Kalista,Thresh
6969,1,0,Renekton,Nidalee,Orianna,Caitlyn,Braum,Shen,Elise,Ahri,KogMaw,Thresh
6970,1,0,Rumble,RekSai,Orianna,Varus,Braum,Kled,Volibear,Taliyah,Kalista,Thresh
6971,0,1,Renekton,Gragas,Corki,Caitlyn,Brand,JarvanIV,RekSai,Cassiopeia,Twitch,Thresh
6972,1,0,Fiora,Nunu,Cassiopeia,Caitlyn,Thresh,Renekton,Gragas,Galio,Varus,TahmKench
6973,0,1,Renekton,Elise,Corki,Jhin,Braum,Gnar,RekSai,Leblanc,Xayah,Bard
6974,1,0,Rumble,Zac,Orianna,Kennen,Thresh,Shen,Nidalee,Ahri,Kalista,Braum
6975,0,1,Swain,LeeSin,Syndra,Caitlyn,Braum,Kennen,RekSai,Fizz,Kalista,Thresh
6976,1,0,Shen,RekSai,Ekko,Xayah,Rakan,JarvanIV,Warwick,Cassiopeia,Varus,Thresh
6977,1,0,JarvanIV,LeeSin,AurelionSol,Caitlyn,Blitzcrank,Kennen,Khazix,Orianna,Varus,Alistar
6978,1,0,Jax,RekSai,Ekko,Draven,Brand,Fiora,Gragas,Leblanc,Kalista,Thresh
6979,0,1,Rumble,RekSai,Taliyah,Tristana,Braum,Camille,Warwick,Cassiopeia,Xayah,Karma
6980,1,0,Camille,RekSai,Taliyah,Lucian,Braum,Shen,Hecarim,Leblanc,Kalista,Rakan
6981,0,1,Fiora,Olaf,Orianna,Caitlyn,Blitzcrank,Renekton,RekSai,Taliyah,Jinx,Thresh
6982,1,0,JarvanIV,Warwick,Syndra,Kalista,Thresh,Kennen,RekSai,Orianna,Xayah,Blitzcrank
6983,0,1,Kennen,RekSai,Galio,Ashe,Zyra,Renekton,Elise,Viktor,Tristana,Karma
6984,1,0,JarvanIV,Gragas,Taliyah,Kalista,Thresh,Renekton,RekSai,Cassiopeia,Xayah,Braum
6985,0,1,Gragas,RekSai,Syndra,KogMaw,Braum,JarvanIV,Elise,Galio,Tristana,TahmKench
6986,1,0,JarvanIV,Zac,Corki,Kennen,Blitzcrank,Kled,Gragas,Galio,Caitlyn,Morgana
6987,1,0,Renekton,Elise,Orianna,Xayah,Blitzcrank,Kled,Gragas,Viktor,Tristana,Thresh
6988,1,0,Renekton,LeeSin,Corki,Kalista,Thresh,Galio,RekSai,Ryze,Twitch,Blitzcrank
6989,0,1,Galio,LeeSin,Orianna,Twitch,Thresh,Renekton,Gragas,Leblanc,Caitlyn,Blitzcrank
6990,1,0,Gnar,Gragas,Syndra,Lucian,Braum,Irelia,Hecarim,Corki,Xayah,Rakan
6991,1,0,Gnar,Gragas,Kassadin,Twitch,Thresh,Riven,LeeSin,Leblanc,Kennen,Braum
6992,0,1,Renekton,Elise,Orianna,Xayah,Blitzcrank,Kled,LeeSin,Corki,Twitch,Thresh
6993,1,0,Kled,Elise,Syndra,Ashe,Braum,Gragas,LeeSin,Anivia,Kennen,Thresh
6994,0,1,Rumble,Gragas,Zed,Tristana,Thresh,Kled,Khazix,Orianna,Ashe,Blitzcrank
6995,0,1,Renekton,Elise,Leblanc,Jhin,Thresh,Galio,LeeSin,Syndra,Corki,Braum
6996,0,1,Kled,Gragas,Syndra,Ashe,TahmKench,Gnar,Ivern,Vladimir,Xayah,Rakan
6997,0,1,Camille,Elise,Corki,Xayah,TahmKench,Renekton,LeeSin,Kassadin,Kalista,Braum
6998,1,0,Gnar,Gragas,Kassadin,Twitch,TahmKench,Kled,Rengar,Leblanc,Ashe,Braum
6999,0,1,Shen,RekSai,Syndra,Kennen,Camille,Gnar,Khazix,Galio,Caitlyn,Lulu
7000,1,0,Renekton,Nidalee,Corki,Draven,Thresh,Gnar,Gragas,Leblanc,Twitch,Blitzcrank
7001,0,1,Kled,LeeSin,Corki,Tristana,Thresh,JarvanIV,Elise,Cassiopeia,Caitlyn,Bard
7002,1,0,JarvanIV,Khazix,Cassiopeia,Tristana,Braum,Gnar,Gragas,Taliyah,Kalista,TahmKench
7003,0,1,Gragas,Ivern,Ryze,Xayah,Rakan,Gnar,Khazix,Leblanc,Ashe,Braum
7004,0,1,Gnar,Khazix,Corki,Jhin,TahmKench,Gragas,LeeSin,Orianna,Ashe,Thresh
7005,0,1,Gnar,Warwick,Leblanc,Xayah,Rakan,Gragas,Khazix,Kassadin,Ashe,Thresh
7006,1,0,Renekton,RekSai,Taliyah,Ashe,Alistar,Gragas,Graves,Orianna,Jhin,TahmKench
7007,0,1,Rumble,Khazix,Syndra,Jhin,Karma,Renekton,RekSai,Galio,Tristana,Blitzcrank
7008,0,1,Renekton,RekSai,Corki,Ashe,Rakan,Shen,Nunu,Syndra,Caitlyn,Thresh
7009,1,0,Jayce,Elise,Orianna,Varus,Bard,Camille,RekSai,Corki,Tristana,Braum
7010,0,1,Renekton,Nidalee,Galio,Ashe,Zyra,Gnar,LeeSin,Cassiopeia,Tristana,Braum
7011,1,0,Rumble,Zac,Lucian,Tristana,Thresh,Ekko,RekSai,Galio,Xayah,Alistar
7012,0,1,JarvanIV,Gragas,Karma,Caitlyn,Braum,Jax,LeeSin,Corki,Jhin,Thresh
7013,1,0,Fiora,Graves,Galio,Caitlyn,Braum,Renekton,RekSai,Corki,Jhin,Karma
7014,0,1,Jayce,RekSai,Taliyah,Varus,Alistar,Fiora,Gragas,Leblanc,Tristana,Blitzcrank
7015,0,1,Galio,Khazix,Orianna,Xayah,Karma,Kennen,RekSai,Cassiopeia,Tristana,Alistar
7016,1,0,Renekton,LeeSin,Syndra,Kalista,Thresh,Gnar,Gragas,Ekko,Caitlyn,Taric
7017,0,1,Shen,Gragas,Orianna,KogMaw,Morgana,Camille,RekSai,Corki,Xayah,Thresh
7018,0,1,Kennen,Elise,Leblanc,Jhin,Alistar,Rumble,RekSai,Syndra,Varus,Blitzcrank
7019,0,1,Shen,Zac,Leblanc,Jhin,Braum,JarvanIV,Gragas,Cassiopeia,Tristana,Thresh
7020,1,0,Lucian,Elise,Kassadin,Caitlyn,Thresh,Rumble,RekSai,Corki,Kennen,Blitzcrank
7021,1,0,Kennen,LeeSin,Syndra,Varus,Alistar,Gragas,RekSai,Corki,Kalista,Braum
7022,1,0,Renekton,LeeSin,Cassiopeia,Varus,Trundle,JarvanIV,Khazix,Corki,Ashe,Alistar
7023,1,0,Renekton,LeeSin,Syndra,Varus,Trundle,Rumble,RekSai,Galio,Xayah,Camille
7024,0,1,Renekton,Elise,Taliyah,Varus,Alistar,Gnar,LeeSin,Corki,Caitlyn,Trundle
7025,1,0,Kennen,Gragas,Orianna,Twitch,Thresh,Shen,RekSai,Leblanc,Varus,Alistar
7026,0,1,JarvanIV,LeeSin,Syndra,Tristana,Nautilus,Jax,Elise,Fizz,Jhin,Braum
7027,1,0,Gragas,Khazix,Syndra,Kalista,Morgana,Kled,LeeSin,Fizz,Jhin,TahmKench
7028,1,0,Gragas,LeeSin,Viktor,Kalista,Thresh,Fiora,RekSai,Corki,Caitlyn,TahmKench
7029,0,1,Rumble,Rengar,Jayce,Xayah,Rakan,Shen,RekSai,Ziggs,Ashe,Thresh
7030,1,0,Shen,Warwick,Syndra,Varus,Blitzcrank,Gragas,JarvanIV,Taliyah,Ashe,Zyra
7031,1,0,Jax,RekSai,Corki,Caitlyn,Braum,Camille,Khazix,Orianna,KogMaw,Thresh
7032,1,0,JarvanIV,RekSai,Corki,Ashe,Braum,Renekton,Gragas,Orianna,Varus,Thresh
7033,0,1,Kled,Elise,Corki,Caitlyn,Blitzcrank,Fiora,RekSai,Taliyah,Jhin,Zyra
7034,1,0,Camille,RekSai,Cassiopeia,Varus,Lulu,Kennen,Graves,Taliyah,Kalista,Braum
7035,0,1,Gragas,RekSai,Leblanc,Ashe,Lulu,JarvanIV,Elise,Karma,Varus,Zyra
7036,0,1,Renekton,RekSai,Syndra,Caitlyn,Thresh,Gnar,Warwick,Cassiopeia,Varus,TahmKench
7037,0,1,Renekton,Olaf,Orianna,Jhin,Thresh,Rumble,Elise,Taliyah,Caitlyn,Alistar
7038,0,1,Renekton,Elise,Corki,Sivir,Alistar,Fiora,Khazix,Syndra,Caitlyn,Thresh
7039,0,1,Jayce,Gragas,Syndra,Jhin,Zyra,Kennen,Elise,Orianna,Varus,TahmKench
7040,1,0,Kennen,RekSai,Viktor,Caitlyn,TahmKench,Lucian,Nunu,Orianna,Varus,Bard
7041,0,1,Camille,RekSai,Kassadin,Jhin,Zyra,Jax,Elise,Jayce,Caitlyn,TahmKench
7042,0,1,Warwick,Nunu,Syndra,Kennen,Bard,Renekton,Ivern,Corki,Caitlyn,Blitzcrank
7043,0,1,JarvanIV,Gragas,Corki,Caitlyn,Morgana,Shen,LeeSin,Orianna,Jhin,Thresh
7044,0,1,JarvanIV,LeeSin,Galio,Varus,Rakan,Sion,Gragas,Taliyah,Tristana,Lulu
7045,0,1,Renekton,LeeSin,Syndra,Caitlyn,Thresh,Camille,Gragas,Orianna,Varus,Braum
7046,0,1,Malphite,DrMundo,Ahri,MissFortune,Morgana,Fiora,Elise,Leblanc,Ezreal,Alistar
7047,0,1,Poppy,Elise,Azir,Varus,Zyra,Maokai,Ivern,Corki,Caitlyn,Malzahar
7048,1,0,Shen,Rengar,Orianna,Varus,MissFortune,Maokai,Khazix,Malzahar,Caitlyn,Thresh
7049,0,1,Galio,Elise,Leblanc,Ashe,Lulu,Shen,Graves,Ryze,Ezreal,Karma
7050,0,1,Lulu,Sejuani,Diana,Lucian,Morgana,Irelia,JarvanIV,Cassiopeia,Sivir,Thresh
7051,1,0,Sion,Rengar,Corki,Jhin,Thresh,Maokai,Graves,Cassiopeia,Ashe,Braum
7052,1,0,Gangplank,Rengar,Orianna,Ezreal,Karma,Maokai,Graves,Corki,Jhin,Bard
7053,1,0,Shen,Olaf,Syndra,Ashe,Thresh,Sejuani,Graves,Kassadin,Varus,Blitzcrank
7054,1,0,Camille,Ivern,Viktor,Jhin,Nami,Renekton,Elise,Jayce,Ezreal,Janna
7055,1,0,Maokai,FiddleSticks,Orianna,Twitch,Janna,Nidalee,Khazix,TwistedFate,Lucian,Thresh
7056,1,0,Maokai,LeeSin,Orianna,Ashe,Zyra,Kennen,Olaf,Viktor,Jhin,Karma
7057,1,0,Maokai,RekSai,Cassiopeia,Sivir,Nautilus,Irelia,Gragas,Viktor,Lucian,Thresh
7058,1,0,Gangplank,Gragas,Malzahar,Tristana,Taric,Gnar,Shyvana,Ryze,Kalista,Alistar
7059,1,0,Shen,Sejuani,Ryze,KogMaw,Braum,Chogath,Rengar,Malzahar,Ezreal,Morgana
7060,1,0,Gangplank,Evelynn,Malzahar,Tristana,Ornn,Vladimir,Khazix,Azir,KogMaw,Taric
7061,1,0,Lucian,Zac,Ryze,KogMaw,Shen,Gangplank,JarvanIV,Cassiopeia,Varus,Alistar
7062,1,0,Chogath,Sejuani,Ryze,Varus,TahmKench,Vladimir,LeeSin,Galio,Xayah,Rakan
7063,0,1,Gnar,Khazix,Malzahar,Kalista,Braum,Jayce,JarvanIV,Ryze,Ezreal,TahmKench
7064,0,1,Camille,Evelynn,Leblanc,KogMaw,Lulu,Ornn,Sejuani,Azir,Tristana,TahmKench
7065,0,1,Gnar,Evelynn,Azir,Ezreal,TahmKench,Ornn,Khazix,Ryze,Varus,Braum
7066,1,0,Ornn,JarvanIV,Azir,Xayah,Rakan,Gnar,Sejuani,Ryze,Tristana,Taric
7067,0,1,Chogath,Sejuani,Ryze,Xayah,Rakan,Gangplank,Gragas,Azir,Caitlyn,TahmKench
7068,0,1,Ornn,Rengar,Ryze,Ezreal,Braum,Illaoi,Ivern,Azir,Sivir,TahmKench
7069,0,1,Chogath,Sejuani,Zoe,Sivir,Shen,Vladimir,JarvanIV,Kassadin,Vayne,Braum
7070,0,1,Ornn,JarvanIV,Ryze,Tristana,TahmKench,Gnar,Zac,Azir,KogMaw,Braum
7071,1,0,Gangplank,Sejuani,Ryze,Varus,Thresh,Chogath,Khazix,Cassiopeia,Tristana,Braum
7072,0,1,Ornn,Nidalee,Cassiopeia,Xayah,TahmKench,Gnar,JarvanIV,Ryze,Varus,Braum
7073,1,0,Gangplank,Rengar,Malzahar,Ezreal,Braum,Vladimir,LeeSin,Ryze,Sivir,Taric
7074,1,0,Ornn,JarvanIV,Zoe,KogMaw,TahmKench,Illaoi,Nidalee,Ryze,Twitch,Janna
7075,0,1,Gangplank,Khazix,Ryze,KogMaw,Thresh,Gnar,Zac,Azir,Tristana,Shen
7076,1,0,Gnar,Zac,Azir,KogMaw,TahmKench,Gangplank,Khazix,Veigar,Tristana,Braum
7077,1,0,Gangplank,Jax,Azir,Varus,Braum,Lucian,Khazix,Veigar,Caitlyn,TahmKench
7078,1,0,Gangplank,Shyvana,Malzahar,Varus,Taric,Camille,Khazix,Karma,Vayne,TahmKench
7079,1,0,Gnar,JarvanIV,Malzahar,Ezreal,TahmKench,Ornn,Zac,Azir,Kalista,Thresh
7080,1,0,Camille,Khazix,Azir,Xayah,Shen,Gangplank,Zac,Ryze,Tristana,Taric
7081,1,0,Gnar,Sejuani,Ryze,Sivir,Alistar,Jayce,JarvanIV,Azir,Varus,Ornn
7082,1,0,Gangplank,JarvanIV,Malzahar,Varus,Alistar,Camille,Zac,Ryze,Caitlyn,Shen
7083,1,0,Gnar,Ivern,Malzahar,KogMaw,Braum,Ryze,JarvanIV,Orianna,Tristana,TahmKench
7084,0,1,Ornn,JarvanIV,Ryze,Tristana,Taric,Gangplank,Khazix,Malzahar,Caitlyn,Alistar
7085,0,1,Ornn,Sejuani,Azir,Vayne,Braum,Gnar,Zac,Ryze,Tristana,Taric
7086,1,0,Gangplank,Rengar,Malzahar,Varus,TahmKench,Lucian,JarvanIV,Orianna,Xayah,Rakan
7087,1,0,Gnar,JarvanIV,Malzahar,Varus,Taric,Ornn,Shyvana,Azir,Tristana,Thresh
7088,0,1,Vladimir,Nidalee,Malzahar,Varus,Zilean,Ornn,Sejuani,Azir,KogMaw,TahmKench
7089,0,1,Ornn,Sejuani,Malzahar,Caitlyn,Braum,Gnar,JarvanIV,Ryze,Sivir,TahmKench
7090,0,1,Maokai,Shyvana,Ryze,Sivir,TahmKench,Gnar,JarvanIV,AurelionSol,Caitlyn,Braum
7091,1,0,Ornn,Khazix,Azir,Sivir,TahmKench,Gnar,JarvanIV,Kassadin,Ezreal,Janna
7092,0,1,Gnar,Shyvana,Ryze,Ezreal,Janna,Camille,Sejuani,Xerath,Sivir,Braum
7093,1,0,Chogath,Sejuani,Malzahar,Tristana,TahmKench,Gangplank,JarvanIV,Swain,Vayne,Lulu
7094,1,0,Karma,Khazix,Zoe,KogMaw,TahmKench,Maokai,JarvanIV,Malzahar,Ezreal,Alistar
7095,0,1,Chogath,Sejuani,Ryze,Tristana,Braum,Gangplank,JarvanIV,Azir,Ezreal,TahmKench
7096,0,1,Gnar,Khazix,Ryze,KogMaw,Taric,Maokai,JarvanIV,Cassiopeia,Twitch,Braum
7097,0,1,Chogath,Khazix,Cassiopeia,KogMaw,TahmKench,Vladimir,Shyvana,Orianna,Kalista,Braum
7098,1,0,Gangplank,Shyvana,Azir,Ezreal,TahmKench,Camille,JarvanIV,Taliyah,Tristana,Shen
7099,1,0,Gangplank,Zac,Zoe,KogMaw,Braum,Illaoi,Sejuani,Azir,Ezreal,Karma
7100,0,1,Gangplank,Sejuani,Urgot,KogMaw,Shen,Ornn,Khazix,Ryze,Ezreal,Braum
7101,0,1,Ornn,Rengar,Malzahar,Varus,Taric,Gangplank,Sejuani,Zilean,Tristana,Braum
7102,0,1,Maokai,JarvanIV,Ryze,Ezreal,Alistar,Gnar,Sejuani,Azir,Varus,Braum
7103,1,0,Malphite,Khazix,Ryze,Ezreal,Braum,Camille,JarvanIV,Malzahar,Varus,Alistar
7104,0,1,Chogath,Zac,Malzahar,Varus,Shen,Trundle,JarvanIV,Orianna,KogMaw,TahmKench
7105,1,0,Gnar,JarvanIV,Ryze,KogMaw,TahmKench,Maokai,Sejuani,Azir,Xayah,Alistar
7106,1,0,Ornn,Sejuani,Zoe,Xayah,Rakan,Gnar,JarvanIV,Ryze,Tristana,TahmKench
7107,1,0,Camille,Zac,Taliyah,Tristana,Shen,Gangplank,JarvanIV,Ryze,Caitlyn,Braum
7108,1,0,Ornn,Sejuani,Corki,Tristana,Taric,Vladimir,JarvanIV,Taliyah,Xayah,Rakan
7109,0,1,Vladimir,JarvanIV,Syndra,Xayah,Rakan,Camille,Zac,Ryze,Tristana,TahmKench
7110,1,0,Gangplank,Sejuani,Ryze,Sivir,Taric,Camille,JarvanIV,Malzahar,Ezreal,TahmKench
7111,0,1,Rumble,Sejuani,Ryze,Ezreal,Taric,Ornn,JarvanIV,Azir,KogMaw,Rakan
7112,1,0,Chogath,LeeSin,Azir,Kalista,TahmKench,Rumble,JarvanIV,Jayce,Varus,Zilean
7113,0,1,DrMundo,JarvanIV,Xerath,KogMaw,Ornn,Vladimir,XinZhao,Azir,Ezreal,TahmKench
7114,1,0,Jayce,LeeSin,Azir,Tristana,Braum,Gnar,JarvanIV,Ryze,Ezreal,Alistar
7115,1,0,Ornn,Sejuani,Azir,Tristana,Braum,Gnar,Shyvana,Fiddlesticks,Ezreal,Alistar
7116,0,1,Shen,Shyvana,Corki,Varus,Trundle,Ornn,Sejuani,Malzahar,Ezreal,Alistar
7117,1,0,Gnar,JarvanIV,Cassiopeia,Ezreal,Braum,Gangplank,Sejuani,Azir,Tristana,Taric
7118,1,0,Ornn,Evelynn,Azir,Tristana,Alistar,Gangplank,JarvanIV,Kassadin,Varus,TahmKench
7119,1,0,Gnar,Sejuani,Xerath,KogMaw,Alistar,Maokai,XinZhao,Malzahar,Tristana,TahmKench
7120,0,1,Ornn,Shyvana,Malzahar,Varus,TahmKench,Nasus,JarvanIV,Ryze,Xayah,Taric
7121,0,1,Kennen,Shyvana,Malzahar,KogMaw,Morgana,Gnar,Sejuani,Ziggs,Ezreal,Shen
7122,1,0,Ornn,Zac,Azir,Tristana,Taric,Shen,JarvanIV,Kassadin,Varus,Braum
7123,0,1,Gnar,Zac,Azir,Varus,Ornn,Chogath,Jax,Ryze,Ezreal,Braum
7124,0,1,Ornn,JarvanIV,Orianna,KogMaw,Taric,Gnar,Sejuani,Malzahar,Kalista,Thresh
7125,1,0,Gnar,Zac,Azir,Kalista,Taric,Chogath,Khazix,Xerath,KogMaw,TahmKench
7126,1,0,Gnar,JarvanIV,Malzahar,Ezreal,Braum,Gangplank,Sejuani,Zilean,Caitlyn,Janna
7127,0,1,Gangplank,JarvanIV,Zoe,Varus,Taric,Kled,Evelynn,Ryze,Tristana,TahmKench
7128,1,0,Gnar,Zac,Azir,Ezreal,Taric,Ornn,Sejuani,Ryze,Tristana,Braum
